product_id,product_name,category,price,review_score,review_count,Sale_January,Sale_Feb,Sale_March,Sale_April,Sale_May,Sale_June,Sale_July,Sale_Aug,Sale_Sept,Sale_Oct,Sale_Nov,Sale_Dec,Revenue_Jan,Revenue_Feb,Revenue_March,Revenue_April,Revenue_may,Revenue_june,Revenue_july,Revenue_Aug,Revenue_Sept,Revenue_Oct,Revenue_Nov,Revenue_Dec,Revenue
490,Product_490,Electronics,445.68,2.8,728,565,597,572,527,852,79,682,359,325,569,638,794,251809.2,266070.96,254928.96,234873.36,379719.36,35208.72,303953.76,159999.12,144846,253591.92,284343.84,353869.92,2923215.12
491,Product_491,Clothing,230.55,2,480,672,335,191,354,476,823,382,384,845,62,456,919,154929.6,77234.25,44035.05,81614.7,109741.8,189742.65,88070.1,88531.2,194814.75,14294.1,105130.8,211875.45,1360014.45
492,Product_492,Health,311.97,2.5,65,945,424,4,558,709,237,984,55,707,503,134,226,294811.65,132275.28,1247.88,174079.26,221186.73,73936.89,306978.48,17158.35,220562.79,156920.91,41803.98,70505.22,1711467.42
493,Product_493,Sports,142.3,1.9,8,421,498,889,762,932,982,161,117,601,667,625,422,59908.3,70865.4,126504.7,108432.6,132623.6,139738.6,22910.3,16649.1,85522.3,94914.1,88937.5,60050.6,1007057.1
494,Product_494,Sports,98.12,1.3,301,922,363,236,186,320,371,996,899,622,448,263,71,90466.64,35617.56,23156.32,18250.32,31398.4,36402.52,97727.52,88209.88,61030.64,43957.76,25805.56,6966.52,558989.64
495,Product_495,Electronics,234.53,3.4,343,737,946,692,30,178,915,285,252,879,427,63,242,172848.61,221865.38,162294.76,7035.9,41746.34,214594.95,66841.05,59101.56,206151.87,100144.31,14775.39,56756.26,1324156.38
496,Product_496,Health,179.91,3.7,431,14,629,310,259,896,485,70,797,358,867,490,529,2518.74,113163.39,55772.1,46596.69,161199.36,87256.35,12593.7,143388.27,64407.78,155981.97,88155.9,95172.39,1026206.64
497,Product_497,Sports,293.91,3.5,424,735,744,548,420,218,693,766,779,144,426,646,588,216023.85,218669.04,161062.68,123442.2,64072.38,203679.63,225135.06,228955.89,42323.04,125205.66,189865.86,172819.08,1971254.37
498,Product_498,Books,43.48,2.9,332,572,198,55,528,788,24,453,802,274,420,40,44,24870.56,8609.04,2391.4,22957.44,34262.24,1043.52,19696.44,34870.96,11913.52,18261.6,1739.2,1913.12,182529.04
499,Product_499,Home & Kitchen,487.33,2.5,438,121,717,442,550,948,155,885,844,508,321,295,471,58966.93,349415.61,215399.86,268031.5,461988.84,75536.15,431287.05,411306.52,247563.64,156432.93,143762.35,229532.43,3049223.81
500,Product_500,Books,493.17,4.5,588,276,412,236,303,527,516,566,179,178,912,2,370,136114.92,203186.04,116388.12,149430.51,259900.59,254475.72,279134.22,88277.43,87784.26,449771.04,986.34,182472.9,2207922.09
501,Product_501,Toys,350.59,3.1,174,557,338,869,941,491,631,834,414,752,679,912,854,195278.63,118499.42,304662.71,329905.19,172139.69,221222.29,292392.06,145144.26,263643.68,238050.61,319738.08,299403.86,2900080.48
502,Product_502,Books,270.37,2.9,559,452,658,860,985,890,788,396,869,837,165,705,651,122207.24,177903.46,232518.2,266314.45,240629.3,213051.56,107066.52,234951.53,226299.69,44611.05,190610.85,176010.87,2232174.72
503,Product_503,Health,158.22,1.1,527,389,961,196,943,60,529,514,234,830,596,974,688,61547.58,152049.42,31011.12,149201.46,9493.2,83698.38,81325.08,37023.48,131322.6,94299.12,154106.28,108855.36,1093933.08
504,Product_504,Clothing,407.83,2.4,873,293,936,584,38,53,942,25,854,476,956,109,733,119494.19,381728.88,238172.72,15497.54,21614.99,384175.86,10195.75,348286.82,194127.08,389885.48,44453.47,298939.39,2446572.17
505,Product_505,Sports,343.94,2.5,659,573,428,570,488,679,709,312,707,842,648,220,926,197077.62,147206.32,196045.8,167842.72,233535.26,243853.46,107309.28,243165.58,289597.48,222873.12,75666.8,318488.44,2442661.88
506,Product_506,Health,85.5,2.6,26,597,782,751,643,537,56,125,819,975,460,369,91,51043.5,66861,64210.5,54976.5,45913.5,4788,10687.5,70024.5,83362.5,39330,31549.5,7780.5,530527.5
507,Product_507,Sports,455.91,3.3,820,445,898,513,541,847,604,407,79,413,458,367,21,202879.95,409407.18,233881.83,246647.31,386155.77,275369.64,185555.37,36016.89,188290.83,208806.78,167318.97,9574.11,2549904.63
508,Product_508,Clothing,412.16,3.1,605,209,138,448,669,987,18,564,646,152,188,435,171,86141.44,56878.08,184647.68,275735.04,406801.92,7418.88,232458.24,266255.36,62648.32,77486.08,179289.6,70479.36,1906240
509,Product_509,Sports,475.15,3.4,406,589,692,359,277,64,383,197,21,103,463,917,603,279863.35,328803.8,170578.85,131616.55,30409.6,181982.45,93604.55,9978.15,48940.45,219994.45,435712.55,286515.45,2218000.2
510,Product_510,Books,364.23,4.1,232,713,941,699,202,611,864,810,476,74,911,3,191,259695.99,342740.43,254596.77,73574.46,222544.53,314694.72,295026.3,173373.48,26953.02,331813.53,1092.69,69567.93,2365673.85
511,Product_511,Toys,308.64,4.3,533,301,541,818,65,585,192,187,842,127,378,243,76,92900.64,166974.24,252467.52,20061.6,180554.4,59258.88,57715.68,259874.88,39197.28,116665.92,74999.52,23456.64,1344127.2
512,Product_512,Electronics,212.03,3.9,819,908,56,29,107,703,236,697,439,710,1,901,280,192523.24,11873.68,6148.87,22687.21,149057.09,50039.08,147784.91,93081.17,150541.3,212.03,191039.03,59368.4,1074356.01
513,Product_513,Clothing,466.7,4.8,550,222,231,778,267,170,386,816,736,665,617,165,363,103607.4,107807.7,363092.6,124608.9,79339,180146.2,380827.2,343491.2,310355.5,287953.9,77005.5,169412.1,2527647.2
514,Product_514,Books,433.7,1.1,788,733,657,987,221,272,425,809,569,567,363,25,178,317902.1,284940.9,428061.9,95847.7,117966.4,184322.5,350863.3,246775.3,245907.9,157433.1,10842.5,77198.6,2518062.2
515,Product_515,Health,27.38,1.8,505,2,434,107,803,888,276,715,92,789,71,394,237,54.76,11882.92,2929.66,21986.14,24313.44,7556.88,19576.7,2518.96,21602.82,1943.98,10787.72,6489.06,131643.04
516,Product_516,Books,18.05,1,669,989,383,843,529,698,226,483,191,344,426,473,134,17851.45,6913.15,15216.15,9548.45,12598.9,4079.3,8718.15,3447.55,6209.2,7689.3,8537.65,2418.7,103227.95
517,Product_517,Books,191.35,3.6,179,517,559,934,89,534,744,449,102,530,637,16,876,98927.95,106964.65,178720.9,17030.15,102180.9,142364.4,85916.15,19517.7,101415.5,121889.95,3061.6,167622.6,1145612.45
518,Product_518,Electronics,406.22,4.6,132,92,193,601,692,390,551,522,395,158,169,727,901,37372.24,78400.46,244138.22,281104.24,158425.8,223827.22,212046.84,160456.9,64182.76,68651.18,295321.94,366004.22,2189932.02
519,Product_519,Home & Kitchen,493.7,2,823,519,735,716,254,939,322,870,6,537,204,91,279,256230.3,362869.5,353489.2,125399.8,463584.3,158971.4,429519,2962.2,265116.9,100714.8,44926.7,137742.3,2701526.4
520,Product_520,Sports,79.46,4.7,455,427,647,890,454,692,152,353,639,425,824,482,18,33929.42,51410.62,70719.4,36074.84,54986.32,12077.92,28049.38,50774.94,33770.5,65475.04,38299.72,1430.28,476998.38
521,Product_521,Sports,299.09,1.2,348,492,533,967,252,326,638,985,566,680,336,542,594,147152.28,159414.97,289220.03,75370.68,97503.34,190819.42,294603.65,169284.94,203381.2,100494.24,162106.78,177659.46,2067010.99
522,Product_522,Health,193.54,4.7,540,234,517,958,256,107,236,657,230,995,998,204,739,45288.36,100060.18,185411.32,49546.24,20708.78,45675.44,127155.78,44514.2,192572.3,193152.92,39482.16,143026.06,1186593.74
523,Product_523,Toys,485.11,2.4,772,619,715,959,382,846,997,596,873,22,471,501,370,300283.09,346853.65,465220.49,185312.02,410403.06,483654.67,289125.56,423501.03,10672.42,228486.81,243040.11,179490.7,3566043.61
524,Product_524,Health,421.85,1.4,406,160,750,444,441,161,54,99,573,46,194,930,776,67496,316387.5,187301.4,186035.85,67917.85,22779.9,41763.15,241720.05,19405.1,81838.9,392320.5,327355.6,1952321.8
525,Product_525,Home & Kitchen,419.97,2.9,76,720,184,892,857,813,979,615,239,524,669,399,111,302378.4,77274.48,374613.24,359914.29,341435.61,411150.63,258281.55,100372.83,220064.28,280959.93,167568.03,46616.67,2940629.94
526,Product_526,Sports,237,2,941,751,871,437,598,451,435,947,89,728,652,206,762,177987,206427,103569,141726,106887,103095,224439,21093,172536,154524,48822,180594,1641699
527,Product_527,Toys,210.34,2.1,579,330,291,731,89,205,683,557,231,833,274,618,675,69412.2,61208.94,153758.54,18720.26,43119.7,143662.22,117159.38,48588.54,175213.22,57633.16,129990.12,141979.5,1160445.78
528,Product_528,Health,140.34,2.2,854,332,334,889,748,589,108,555,456,705,6,145,869,46592.88,46873.56,124762.26,104974.32,82660.26,15156.72,77888.7,63995.04,98939.7,842.04,20349.3,121955.46,804990.24
529,Product_529,Toys,32.91,4.2,492,49,731,605,389,15,865,277,232,143,904,878,679,1612.59,24057.21,19910.55,12801.99,493.65,28467.15,9116.07,7635.12,4706.13,29750.64,28894.98,22345.89,189791.97
530,Product_530,Books,433.04,3.2,194,522,115,456,581,326,980,692,353,584,978,100,220,226046.88,49799.6,197466.24,251596.24,141171.04,424379.2,299663.68,152863.12,252895.36,423513.12,43304,95268.8,2557967.28
531,Product_531,Clothing,407.39,2.2,984,862,824,614,43,607,183,698,332,667,565,879,919,351170.18,335689.36,250137.46,17517.77,247285.73,74552.37,284358.22,135253.48,271729.13,230175.35,358095.81,374391.41,2930356.27
532,Product_532,Books,499.86,3.4,162,667,48,734,711,658,950,989,438,588,615,829,303,333406.62,23993.28,366897.24,355400.46,328907.88,474867,494361.54,218938.68,293917.68,307413.9,414383.94,151457.58,3763945.8
533,Product_533,Electronics,498.34,3.9,347,491,684,697,663,1,367,625,374,418,853,879,702,244684.94,340864.56,347342.98,330399.42,498.34,182890.78,311462.5,186379.16,208306.12,425084.02,438040.86,349834.68,3365788.36
534,Product_534,Sports,279.94,2.1,951,581,81,980,597,9,982,490,291,680,849,240,324,162645.14,22675.14,274341.2,167124.18,2519.46,274901.08,137170.6,81462.54,190359.2,237669.06,67185.6,90700.56,1708753.76
535,Product_535,Toys,385.65,2.7,361,680,833,695,18,433,197,254,344,972,572,1000,436,262242,321246.45,268026.75,6941.7,166986.45,75973.05,97955.1,132663.6,374851.8,220591.8,385650,168143.4,2481272.1
536,Product_536,Health,472.66,1.5,769,271,332,494,100,124,370,380,663,798,598,922,437,128090.86,156923.12,233494.04,47266,58609.84,174884.2,179610.8,313373.58,377182.68,282650.68,435792.52,206552.42,2594430.74
537,Product_537,Clothing,425.58,1.7,584,579,556,673,913,80,372,891,427,84,769,758,169,246410.82,236622.48,286415.34,388554.54,34046.4,158315.76,379191.78,181722.66,35748.72,327271.02,322589.64,71923.02,2668812.18
538,Product_538,Health,127.44,3.7,87,866,334,246,606,484,972,541,656,415,177,162,374,110363.04,42564.96,31350.24,77228.64,61680.96,123871.68,68945.04,83600.64,52887.6,22556.88,20645.28,47662.56,743357.52
539,Product_539,Sports,228.02,1.7,934,251,531,542,765,651,496,263,129,693,241,883,556,57233.02,121078.62,123586.84,174435.3,148441.02,113097.92,59969.26,29414.58,158017.86,54952.82,201341.66,126779.12,1368348.02
540,Product_540,Toys,68.93,3.1,262,559,959,563,356,837,598,609,140,481,202,172,380,38531.87,66103.87,38807.59,24539.08,57694.41,41220.14,41978.37,9650.2,33155.33,13923.86,11855.96,26193.4,403654.08
541,Product_541,Toys,477.26,3.8,214,695,220,856,541,149,200,824,414,455,542,501,985,331695.7,104997.2,408534.56,258197.66,71111.74,95452,393262.24,197585.64,217153.3,258674.92,239107.26,470101.1,3045873.32
542,Product_542,Books,305.06,1.4,665,831,634,587,760,799,848,878,92,826,800,546,13,253504.86,193408.04,179070.22,231845.6,243742.94,258690.88,267842.68,28065.52,251979.56,244048,166562.76,3965.78,2322726.84
543,Product_543,Clothing,118.18,3.3,722,698,745,896,937,872,508,328,625,296,461,283,742,82489.64,88044.1,105889.28,110734.66,103052.96,60035.44,38763.04,73862.5,34981.28,54480.98,33444.94,87689.56,873468.38
544,Product_544,Clothing,337.49,2,913,89,732,438,32,339,321,114,283,111,79,358,668,30036.61,247042.68,147820.62,10799.68,114409.11,108334.29,38473.86,95509.67,37461.39,26661.71,120821.42,225443.32,1202814.36
545,Product_545,Sports,310.97,4.9,573,445,322,277,969,128,274,275,955,961,522,380,499,138381.65,100132.34,86138.69,301329.93,39804.16,85205.78,85516.75,296976.35,298842.17,162326.34,118168.6,155174.03,1867996.79
546,Product_546,Toys,182.29,2.9,780,331,850,551,228,437,210,487,922,229,416,869,645,60337.99,154946.5,100441.79,41562.12,79660.73,38280.9,88775.23,168071.38,41744.41,75832.64,158410.01,117577.05,1125640.75
547,Product_547,Clothing,61.21,4.2,262,138,2,612,523,750,503,280,654,95,765,904,390,8446.98,122.42,37460.52,32012.83,45907.5,30788.63,17138.8,40031.34,5814.95,46825.65,55333.84,23871.9,343755.36
548,Product_548,Clothing,337.43,3.2,730,356,693,110,629,500,902,274,222,949,383,971,548,120125.08,233838.99,37117.3,212243.47,168715,304361.86,92455.82,74909.46,320221.07,129235.69,327644.53,184911.64,2205779.91
549,Product_549,Health,262.55,1.2,283,600,205,384,861,57,117,772,743,679,390,910,564,157530,53822.75,100819.2,226055.55,14965.35,30718.35,202688.6,195074.65,178271.45,102394.5,238920.5,148078.2,1649339.1
550,Product_550,Sports,387.3,3.5,648,273,831,832,154,197,702,842,462,377,895,532,529,105732.9,321846.3,322233.6,59644.2,76298.1,271884.6,326106.6,178932.6,146012.1,346633.5,206043.6,204881.7,2566249.8
551,Product_551,Books,262.48,4.8,467,18,39,760,422,210,553,718,544,155,798,819,982,4724.64,10236.72,199484.8,110766.56,55120.8,145151.44,188460.64,142789.12,40684.4,209459.04,214971.12,257755.36,1579604.64
552,Product_552,Health,426.83,3.4,380,982,58,190,904,913,41,895,275,420,687,162,491,419147.06,24756.14,81097.7,385854.32,389695.79,17500.03,382012.85,117378.25,179268.6,293232.21,69146.46,209573.53,2568662.94
553,Product_553,Health,278.19,4.3,362,310,950,489,245,901,314,327,681,104,125,608,549,86238.9,264280.5,136034.91,68156.55,250649.19,87351.66,90968.13,189447.39,28931.76,34773.75,169139.52,152726.31,1558698.57
554,Product_554,Home & Kitchen,282.66,4.5,449,869,573,693,404,44,787,210,139,704,493,306,698,245631.54,161964.18,195883.38,114194.64,12437.04,222453.42,59358.6,39289.74,198992.64,139351.38,86493.96,197296.68,1673347.2
555,Product_555,Electronics,438.94,1.9,441,885,643,425,843,96,328,726,356,1000,46,338,384,388461.9,282238.42,186549.5,370026.42,42138.24,143972.32,318670.44,156262.64,438940,20191.24,148361.72,168552.96,2664365.8
556,Product_556,Home & Kitchen,204.72,1.8,93,977,506,404,758,278,16,922,712,329,717,54,195,200011.44,103588.32,82706.88,155177.76,56912.16,3275.52,188751.84,145760.64,67352.88,146784.24,11054.88,39920.4,1201296.96
557,Product_557,Clothing,71.34,3.4,621,153,571,334,540,534,282,551,22,438,475,982,754,10915.02,40735.14,23827.56,38523.6,38095.56,20117.88,39308.34,1569.48,31246.92,33886.5,70055.88,53790.36,402072.24
558,Product_558,Toys,19.25,2.6,753,389,883,208,160,409,942,991,967,131,948,332,299,7488.25,16997.75,4004,3080,7873.25,18133.5,19076.75,18614.75,2521.75,18249,6391,5755.75,128185.75
559,Product_559,Electronics,378.79,4.4,867,259,842,21,746,460,257,25,735,866,618,126,814,98106.61,318941.18,7954.59,282577.34,174243.4,97349.03,9469.75,278410.65,328032.14,234092.22,47727.54,308335.06,2185239.51
560,Product_560,Electronics,312.05,4.6,424,619,121,677,701,390,574,26,879,381,463,939,546,193158.95,37758.05,211257.85,218747.05,121699.5,179116.7,8113.3,274291.95,118891.05,144479.15,293014.95,170379.3,1970907.8
561,Product_561,Toys,353.52,2.4,142,882,478,610,116,846,573,701,269,137,786,704,726,311804.64,168982.56,215647.2,41008.32,299077.92,202566.96,247817.52,95096.88,48432.24,277866.72,248878.08,256655.52,2413834.56
562,Product_562,Electronics,110.42,1.9,291,796,618,207,270,43,611,82,858,942,848,242,730,87894.32,68239.56,22856.94,29813.4,4748.06,67466.62,9054.44,94740.36,104015.64,93636.16,26721.64,80606.6,689793.74
563,Product_563,Toys,72.5,4.1,432,570,95,7,769,26,18,895,664,842,122,860,827,41325,6887.5,507.5,55752.5,1885,1305,64887.5,48140,61045,8845,62350,59957.5,412887.5
564,Product_564,Electronics,12.2,2.1,749,124,858,701,691,793,528,945,332,269,473,599,601,1512.8,10467.6,8552.2,8430.2,9674.6,6441.6,11529,4050.4,3281.8,5770.6,7307.8,7332.2,84350.8
565,Product_565,Health,178.54,4.3,852,353,413,686,486,96,836,681,84,549,133,847,307,63024.62,73737.02,122478.44,86770.44,17139.84,149259.44,121585.74,14997.36,98018.46,23745.82,151223.38,54811.78,976792.34
566,Product_566,Sports,297.01,2.7,824,272,234,784,884,974,422,412,620,395,618,408,251,80786.72,69500.34,232855.84,262556.84,289287.74,125338.22,122368.12,184146.2,117318.95,183552.18,121180.08,74549.51,1863440.74
567,Product_567,Sports,199.16,3.7,689,618,897,528,171,547,465,166,30,556,816,502,7,123080.88,178646.52,105156.48,34056.36,108940.52,92609.4,33060.56,5974.8,110732.96,162514.56,99978.32,1394.12,1056145.48
568,Product_568,Home & Kitchen,221.55,1.4,653,810,61,601,949,620,372,699,740,912,840,726,767,179455.5,13514.55,133151.55,210250.95,137361,82416.6,154863.45,163947,202053.6,186102,160845.3,169928.85,1793890.35
569,Product_569,Health,452.56,3.5,701,244,255,652,273,566,757,168,239,463,561,603,874,110424.64,115402.8,295069.12,123548.88,256148.96,342587.92,76030.08,108161.84,209535.28,253886.16,272893.68,395537.44,2559226.8
570,Product_570,Electronics,177.39,2.8,998,847,560,656,258,703,762,800,889,674,848,302,207,150249.33,99338.4,116367.84,45766.62,124705.17,135171.18,141912,157699.71,119560.86,150426.72,53571.78,36719.73,1331489.34
571,Product_571,Books,259.42,3.3,49,449,904,165,134,218,966,978,362,449,606,463,936,116479.58,234515.68,42804.3,34762.28,56553.56,250599.72,253712.76,93910.04,116479.58,157208.52,120111.46,242817.12,1719954.6
572,Product_572,Toys,392.91,1.7,302,929,347,848,682,184,80,228,821,330,779,234,130,365013.39,136339.77,333187.68,267964.62,72295.44,31432.8,89583.48,322579.11,129660.3,306076.89,91940.94,51078.3,2197152.72
573,Product_573,Health,201.29,3.9,881,246,670,495,721,68,550,978,388,252,22,695,735,49517.34,134864.3,99638.55,145130.09,13687.72,110709.5,196861.62,78100.52,50725.08,4428.38,139896.55,147948.15,1171507.8
574,Product_574,Electronics,312.93,4.5,190,519,123,589,747,828,547,608,652,680,565,37,708,162410.67,38490.39,184315.77,233758.71,259106.04,171172.71,190261.44,204030.36,212792.4,176805.45,11578.41,221554.44,2066276.79
575,Product_575,Sports,431.87,1.9,136,140,481,428,421,129,423,366,667,962,885,138,979,60461.8,207729.47,184840.36,181817.27,55711.23,182681.01,158064.42,288057.29,415458.94,382204.95,59598.06,422800.73,2599425.53
576,Product_576,Sports,475.01,1.4,555,361,316,773,420,566,428,527,298,284,765,194,653,171478.61,150103.16,367182.73,199504.2,268855.66,203304.28,250330.27,141552.98,134902.84,363382.65,92151.94,310181.53,2652930.85
577,Product_577,Toys,77.8,1.1,404,7,503,162,185,889,387,790,856,273,964,526,763,544.6,39133.4,12603.6,14393,69164.2,30108.6,61462,66596.8,21239.4,74999.2,40922.8,59361.4,490529
578,Product_578,Books,463.66,3.6,892,477,718,365,928,608,997,646,370,19,234,768,607,221165.82,332907.88,169235.9,430276.48,281905.28,462269.02,299524.36,171554.2,8809.54,108496.44,356090.88,281441.62,3123677.42
579,Product_579,Electronics,248.6,3.4,865,351,47,525,363,847,920,537,98,238,995,646,25,87258.6,11684.2,130515,90241.8,210564.2,228712,133498.2,24362.8,59166.8,247357,160595.6,6215,1390171.2
580,Product_580,Electronics,132.83,3.2,602,995,408,238,954,598,708,863,46,269,58,0,622,132165.85,54194.64,31613.54,126719.82,79432.34,94043.64,114632.29,6110.18,35731.27,7704.14,0,82620.26,764967.97
581,Product_581,Books,232.27,1.9,807,494,931,71,606,805,669,523,998,417,163,560,453,114741.38,216243.37,16491.17,140755.62,186977.35,155388.63,121477.21,231805.46,96856.59,37860.01,130071.2,105218.31,1553886.3
582,Product_582,Books,490.12,2.6,341,605,135,444,377,630,203,71,838,944,770,95,634,296522.6,66166.2,217613.28,184775.24,308775.6,99494.36,34798.52,410720.56,462673.28,377392.4,46561.4,310736.08,2816229.52
583,Product_583,Books,248.85,3.4,757,832,200,654,522,719,195,644,421,309,825,712,185,207043.2,49770,162747.9,129899.7,178923.15,48525.75,160259.4,104765.85,76894.65,205301.25,177181.2,46037.25,1547349.3
584,Product_584,Sports,167.73,3,945,426,249,821,579,333,727,105,479,30,215,412,483,71452.98,41764.77,137706.33,97115.67,55854.09,121939.71,17611.65,80342.67,5031.9,36061.95,69104.76,81013.59,815000.07
585,Product_585,Toys,318.53,5,704,38,313,508,890,924,284,731,578,825,182,537,679,12104.14,99699.89,161813.24,283491.7,294321.72,90462.52,232845.43,184110.34,262787.25,57972.46,171050.61,216281.87,2066941.17
586,Product_586,Health,123.87,1.5,318,592,868,794,721,153,968,884,61,103,568,854,50,73331.04,107519.16,98352.78,89310.27,18952.11,119906.16,109501.08,7556.07,12758.61,70358.16,105784.98,6193.5,819523.92
587,Product_587,Books,42.55,3.8,618,186,367,268,195,546,195,964,108,681,656,428,890,7914.3,15615.85,11403.4,8297.25,23232.3,8297.25,41018.2,4595.4,28976.55,27912.8,18211.4,37869.5,233344.2
588,Product_588,Toys,68.8,2.6,363,595,428,752,880,78,306,688,678,185,934,234,4,40936,29446.4,51737.6,60544,5366.4,21052.8,47334.4,46646.4,12728,64259.2,16099.2,275.2,396425.6
589,Product_589,Home & Kitchen,68.38,2.7,822,599,829,414,97,578,663,281,548,127,89,348,588,40959.62,56687.02,28309.32,6632.86,39523.64,45335.94,19214.78,37472.24,8684.26,6085.82,23796.24,40207.44,352909.18
590,Product_590,Electronics,80.19,3.9,382,753,806,244,604,854,13,132,118,209,963,755,159,60383.07,64633.14,19566.36,48434.76,68482.26,1042.47,10585.08,9462.42,16759.71,77222.97,60543.45,12750.21,449865.9
591,Product_591,Electronics,73.72,3.8,233,853,479,674,983,412,836,533,597,413,310,869,207,62883.16,35311.88,49687.28,72466.76,30372.64,61629.92,39292.76,44010.84,30446.36,22853.2,64062.68,15260.04,528277.52
592,Product_592,Clothing,322.23,5,777,92,313,59,21,545,145,974,381,280,556,480,256,29645.16,100857.99,19011.57,6766.83,175615.35,46723.35,313852.02,122769.63,90224.4,179159.88,154670.4,82490.88,1321787.46
593,Product_593,Home & Kitchen,95.03,1.5,344,85,499,5,449,608,937,268,391,958,971,838,204,8077.55,47419.97,475.15,42668.47,57778.24,89043.11,25468.04,37156.73,91038.74,92274.13,79635.14,19386.12,590421.39
594,Product_594,Health,176.11,1.4,549,43,720,708,171,168,56,411,976,252,256,395,766,7572.73,126799.2,124685.88,30114.81,29586.48,9862.16,72381.21,171883.36,44379.72,45084.16,69563.45,134900.26,866813.42
595,Product_595,Books,448.91,3.9,817,136,354,981,382,680,722,672,51,18,532,350,949,61051.76,158914.14,440380.71,171483.62,305258.8,324113.02,301667.52,22894.41,8080.38,238820.12,157118.5,426015.59,2615798.57
596,Product_596,Books,239.61,3.3,553,420,484,569,133,662,779,618,602,711,978,415,10,100636.2,115971.24,136338.09,31868.13,158621.82,186656.19,148078.98,144245.22,170362.71,234338.58,99438.15,2396.1,1528951.41
597,Product_597,Health,335.44,2.1,529,73,210,816,425,582,209,790,288,731,532,885,948,24487.12,70442.4,273719.04,142562,195226.08,70106.96,264997.6,96606.72,245206.64,178454.08,296864.4,317997.12,2176670.16
598,Product_598,Sports,90.3,1.3,856,547,703,406,24,514,528,864,336,135,51,915,7,49394.1,63480.9,36661.8,2167.2,46414.2,47678.4,78019.2,30340.8,12190.5,4605.3,82624.5,632.1,454209
599,Product_599,Home & Kitchen,100.18,1.3,789,612,43,216,502,313,797,746,809,222,337,886,408,61310.16,4307.74,21638.88,50290.36,31356.34,79843.46,74734.28,81045.62,22239.96,33760.66,88759.48,40873.44,590160.38
600,Product_600,Books,25.23,4.6,819,987,540,929,184,31,343,17,203,2,170,50,935,24902.01,13624.2,23438.67,4642.32,782.13,8653.89,428.91,5121.69,50.46,4289.1,1261.5,23590.05,110784.93
601,Product_601,Clothing,88.62,1.8,571,511,570,25,84,286,714,753,879,962,947,80,31,45284.82,50513.4,2215.5,7444.08,25345.32,63274.68,66730.86,77896.98,85252.44,83923.14,7089.6,2747.22,517718.04
602,Product_602,Toys,142.9,2.3,935,155,582,814,566,593,610,116,237,235,66,35,983,22149.5,83167.8,116320.6,80881.4,84739.7,87169,16576.4,33867.3,33581.5,9431.4,5001.5,140470.7,713356.8
603,Product_603,Electronics,92.62,1.9,183,937,91,4,762,42,278,797,381,853,624,66,539,86784.94,8428.42,370.48,70576.44,3890.04,25748.36,73818.14,35288.22,79004.86,57794.88,6112.92,49922.18,497739.88
604,Product_604,Home & Kitchen,48.91,2.4,41,254,264,985,143,902,208,793,666,464,299,640,717,12423.14,12912.24,48176.35,6994.13,44116.82,10173.28,38785.63,32574.06,22694.24,14624.09,31302.4,35068.47,309844.85
605,Product_605,Electronics,64.71,1.3,551,170,894,531,862,616,640,143,751,227,671,881,386,11000.7,57850.74,34361.01,55780.02,39861.36,41414.4,9253.53,48597.21,14689.17,43420.41,57009.51,24978.06,438216.12
606,Product_606,Toys,233.09,3.1,397,980,219,389,909,0,334,716,135,912,777,666,227,228428.2,51046.71,90672.01,211878.81,0,77852.06,166892.44,31467.15,212578.08,181110.93,155237.94,52911.43,1460075.76
607,Product_607,Home & Kitchen,107.14,1.3,704,727,901,709,678,572,287,550,406,653,831,756,639,77890.78,96533.14,75962.26,72640.92,61284.08,30749.18,58927,43498.84,69962.42,89033.34,80997.84,68462.46,825942.26
608,Product_608,Toys,185.31,4.2,779,169,924,570,411,269,251,928,507,498,231,622,766,31317.39,171226.44,105626.7,76162.41,49848.39,46512.81,171967.68,93952.17,92284.38,42806.61,115262.82,141947.46,1138915.26
609,Product_609,Books,254.19,1.9,494,763,441,447,223,179,264,665,361,520,974,679,474,193946.97,112097.79,113622.93,56684.37,45500.01,67106.16,169036.35,91762.59,132178.8,247581.06,172595.01,120486.06,1522598.1
610,Product_610,Health,346.75,3.2,659,871,400,753,219,735,270,687,380,701,836,480,723,302019.25,138700,261102.75,75938.25,254861.25,93622.5,238217.25,131765,243071.75,289883,166440,250700.25,2446321.25
611,Product_611,Books,24.46,4.5,907,321,399,145,178,517,923,960,880,861,67,467,750,7851.66,9759.54,3546.7,4353.88,12645.82,22576.58,23481.6,21524.8,21060.06,1638.82,11422.82,18345,158207.28
612,Product_612,Health,400.71,3.6,333,566,726,387,630,102,919,752,575,916,505,141,206,226801.86,290915.46,155074.77,252447.3,40872.42,368252.49,301333.92,230408.25,367050.36,202358.55,56500.11,82546.26,2574561.75
613,Product_613,Books,315.81,3.1,127,455,990,784,432,9,699,421,634,971,27,355,317,143693.55,312651.9,247595.04,136429.92,2842.29,220751.19,132956.01,200223.54,306651.51,8526.87,112112.55,100111.77,1924546.14
614,Product_614,Toys,45.47,2.3,558,943,898,248,264,582,418,897,253,676,948,708,794,42878.21,40832.06,11276.56,12004.08,26463.54,19006.46,40786.59,11503.91,30737.72,43105.56,32192.76,36103.18,346890.63
